901,200,2,1
901,245,2,2
901,255,2,3
901,264,2,4
901,273,2,5
901,282,2,6
901,291,2,7
901,300,2,8
901,309,2,9
901,319,2,10
901,328,2,11
901,337,2,12
901,346,2,13
901,355,2,14
901,364,2,15
901,373,1,16
901,385,1,17
901,391,1,18
901,403,1,19
901,409,1,20
901,418,1,21
901,421,1,22
901,437,1,23
901,449,1,24
901,455,1,25
901,467,1,26
901,473,1,27
901,486,1,28
901,501,1,29
901,513,1,30
901,519,1,31
901,531,1,32
901,537,1,33
900,550,1,34
901,170,1,35
906,180,3,36
906,191,2,37
906,201,2,38
906,211,2,39
906,220,2,40
906,230,2,41
905,240,2,42
905,248,3,43
905,260,3,44
905,268,3,45
905,279,3,46
905,287,3,47
905,298,1,48
906,307,2,49
905,317,1,50
906,327,2,51
906,336,2,52
906,345,2,53
906,355,2,54
905,366,3,55
905,373,3,56
905,385,3,57
905,393,3,58
905,405,3,59
905,412,3,60
905,424,3,61
905,432,3,62
905,443,3,63
905,451,3,64
906,462,2,65
906,472,2,66
906,481,2,67
906,490,2,68
905,499,3,69
905,510,3,70
905,518,3,71
905,530,3,72
905,537,3,73
910,190,2,74
911,200,2,75
910,210,2,76
911,220,2,77
910,230,2,78
910,241,2,79
910,251,2,80
910,261,2,81
910,270,2,82
910,281,1,83
911,291,2,84
911,301,2,85
910,311,2,86
910,322,2,87
910,331,2,88
910,343,2,89
910,352,2,90
910,362,1,91
911,372,1,92
911,381,2,93
910,392,2,94
910,403,2,95
910,412,2,96
910,423,2,97
910,432,2,98
910,444,2,99
911,453,1,100
911,463,1,101
911,472,2,102
910,482,2,103
910,493,2,104
910,503,2,105
910,513,2,106
910,523,2,107
912,210,2,108
912,432,2,109
915,198,3,110
915,209,2,111
915,220,2,112
916,232,2,113
916,241,3,114
916,253,2,115
916,262,2,116
914,273,2,117
915,283,2,118
916,295,2,119
916,304,3,120
916,317,2,121
916,325,2,122
915,336,2,123
916,346,3,124
916,358,2,125
916,367,3,126
916,380,2,127
915,390,2,128
915,399,2,129
916,409,3,130
916,422,2,131
915,431,2,132
914,444,1,133
915,453,2,134
915,463,2,135
916,472,3,136
916,485,2,137
916,494,3,138
916,506,2,139
915,516,2,140
917,189,1,141
917,274,1,142
917,285,0,143
917,442,1,144
920,209,2,145
920,220,2,146
920,233,1,147
920,242,1,148
922,264,3,149
922,275,3,150
922,287,3,151
922,310,3,152
920,322,1,153
920,330,1,154
922,345,3,155
922,355,3,156
920,364,2,157
920,374,1,158
920,397,1,159
920,409,1,160
920,422,1,161
920,431,2,162
920,442,1,163
920,454,1,164
920,466,1,165
920,474,1,166
920,489,1,167
920,498,1,168
922,508,3,169
924,323,2,170
924,332,3,171
924,367,3,172
923,390,2,173
924,403,2,174
924,413,3,175
923,426,2,176
923,437,2,177
924,449,2,178
924,459,3,179
923,472,2,180
924,484,2,181
924,494,3,182
925,241,2,183
925,253,1,184
925,299,1,185
925,380,1,186
928,197,2,187
928,207,2,188
929,220,2,189
928,234,2,190
928,244,2,191
928,258,2,192
929,270,2,193
929,281,2,194
929,293,1,195
928,295,2,196
928,307,2,197
929,318,2,198
928,331,2,199
928,344,1,200
929,355,2,201
928,368,2,202
929,381,1,203
928,392,2,204
928,406,2,205
929,418,1,206
928,429,2,207
929,442,1,208
928,454,2,209
928,467,2,210
928,479,2,211
928,492,2,212
928,503,2,213
930,454,2,214
932,195,3,215
933,207,2,216
933,220,2,217
932,235,3,218
933,246,2,219
932,261,3,220
933,272,2,221
932,284,3,222
932,299,1,223
932,310,3,224
932,325,2,225
933,337,2,226
932,350,3,227
933,363,2,228
933,377,2,229
933,390,2,230
932,404,3,231
932,416,2,232
932,429,2,233
932,443,3,234
933,455,2,235
932,469,3,236
933,481,2,237
932,493,3,238
933,6109,1,239
934,416,2,240
942,6111,8,241
937,179,0,242
938,192,2,243
938,205,1,244
938,220,2,245
938,236,1,246
938,247,1,247
938,277,1,248
938,289,1,249
938,330,1,250
938,345,1,251
938,360,1,252
938,372,2,253
938,388,1,254
938,400,2,255
938,413,1,256
938,427,2,257
938,444,1,258
938,455,2,259
938,471,1,260
938,485,1,261
938,496,1,262
941,5248,7,263
950,6050,37,264
938,10742,0,265
940,10757,4,266
939,10728,1,267
939,10741,0,268
939,10755,0,269
943,10742,4,270
942,175,2,271
943,189,3,272
943,204,3,273
942,220,2,274
944,248,3,275
944,264,3,276
944,280,3,277
942,293,2,278
944,309,3,279
944,324,3,280
943,339,2,281
943,352,2,282
942,382,2,283
943,396,3,284
943,410,3,285
942,427,2,286
943,442,2,287
942,456,2,288
942,471,2,289
943,486,2,290
942,10623,2,291
942,10652,2,292
943,10667,2,293
943,10696,2,294
943,10712,2,295
943,10637,2,296
942,10729,0,297
944,10771,3,298
944,10783,2,299
946,6003,5,300
945,10724,5,301
944,235,1,302
944,367,2,303
944,10682,1,304
944,10768,0,305
946,296,1,306
946,343,1,307
946,355,1,308
946,358,1,309
946,372,1,310
946,405,1,311
946,418,2,312
946,433,1,313
946,467,1,314
946,481,1,315
946,10706,2,316
949,10766,5,317
946,10611,2,318
946,10627,2,319
947,10642,2,320
946,10657,2,321
946,10674,2,322
946,10690,2,323
946,10735,1,324
947,10718,1,325
947,10734,0,326
949,10748,4,327
947,10754,2,328
948,10738,0,329
949,10715,1,330
949,10781,0,331
950,153,3,332
950,170,3,333
950,185,3,334
951,202,2,335
951,219,2,336
951,235,3,337
950,254,1,338
951,270,2,339
950,287,3,340
950,304,3,341
950,322,3,342
950,339,3,343
951,355,2,344
951,372,2,345
951,390,2,346
950,408,3,347
950,425,3,348
950,442,3,349
950,456,3,350
950,473,3,351
950,10613,3,352
950,10630,3,353
951,10646,2,354
950,10664,1,355
950,10681,1,356
951,10699,2,357
950,10720,0,358
952,10730,5,359
950,10736,1,360
950,10752,1,361
950,10785,1,362
952,10716,2,363
952,238,1,364
965,9765,25,365
952,10751,0,366
995,8448,47,367
956,16,1,368
955,127,2,369
956,144,1,370
956,164,2,371
956,182,2,372
956,200,2,373
956,219,2,374
956,237,2,375
956,256,2,376
956,274,2,377
955,293,2,378
955,311,2,379
955,329,2,380
955,348,2,381
955,366,2,382
955,386,2,383
955,404,2,384
955,422,2,385
955,440,2,386
955,458,2,387
955,477,2,388
956,10598,2,389
956,10616,2,390
956,10634,2,391
955,10654,2,392
955,10672,2,393
955,10690,2,394
955,10709,2,395
955,10744,2,396
955,10762,0,397
956,10783,1,398
956,10742,0,399
957,10728,0,400
